DateTime,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,CCI_
2012-05-08,2451.575,2451.598,2431.025,2448.884,10485553700.0,0
2012-05-09,2432.472,2432.472,2407.509,2408.587,9790221200.0,0
2012-05-10,2409.945,2419.121,2402.204,2410.23,8169847100.0,0
2012-05-11,2406.074,2415.977,2393.378,2394.983,7486399500.0,0
2012-05-14,2408.262,2411.272,2377.983,2380.725,9052633900.0,0
2012-05-15,2367.083,2376.594,2354.614,2374.843,7792291600.0,0
2012-05-16,2369.295,2372.032,2344.5,2346.192,7673382900.0,0
2012-05-17,2347.177,2383.306,2342.352,2378.886,8687003000.0,0
2012-05-18,2364.899,2369.598,2338.241,2344.52,8968941900.0,0
2012-05-21,2343.576,2360.386,2330.325,2348.3,7484034100.0,0
2012-05-22,2355.732,2374.056,2354.868,2373.307,7677978000.0,0
2012-05-23,2369.265,2378.077,2350.548,2363.437,8421658000.0,0
2012-05-24,2359.682,2373.057,2344.58,2350.973,7920680500.0,0
2012-05-25,2350.541,2355.808,2327.408,2333.553,7401925200.0,0
2012-05-28,2325.317,2361.744,2309.072,2361.367,9496210500.0,0
2012-05-29,2361.003,2393.279,2358.374,2389.636,11715772500.0,0
2012-05-30,2385.392,2391.691,2378.133,2384.668,8980979300.0,0
2012-05-31,2370.007,2382.989,2362.314,2372.234,7789022800.0,0
2012-06-01,2373.224,2388.087,2365.442,2373.436,7702192300.0,0
2012-06-04,2346.984,2348.199,2308.229,2308.55,9017934700.0,0
2012-06-05,2313.741,2323.298,2304.046,2311.916,6607852800.0,0
2012-06-06,2315.561,2323.113,2301.035,2309.555,5853202800.0,0
2012-06-07,2324.672,2328.672,2288.665,2293.13,6023204800.0,0
2012-06-08,2306.219,2306.882,2276.714,2281.447,6792464100.0,0
2012-06-11,2282.891,2311.772,2278.163,2305.856,6419796700.0,0
2012-06-12,2295.07,2298.95,2280.951,2289.791,5994198200.0,0
2012-06-13,2289.707,2319.714,2284.65,2318.924,7845434900.0,0
2012-06-14,2306.781,2314.585,2293.065,2295.946,7163372200.0,0
2012-06-15,2299.781,2314.242,2283.4,2306.85,6868757900.0,0
2012-06-18,2313.53,2325.052,2309.709,2316.052,6059462200.0,0
2012-06-19,2313.455,2313.455,2298.394,2300.795,6013590500.0,0
2012-06-20,2300.406,2304.458,2291.541,2292.877,5410395500.0,0
2012-06-21,2288.454,2288.454,2253.789,2260.877,5899201200.0,0
2012-06-25,2253.514,2253.514,2223.054,2224.114,5976895200.0,0
2012-06-26,2214.649,2229.24,2203.944,2222.067,5294079800.0,0
2012-06-27,2219.944,2233.543,2213.323,2216.934,5104912800.0,0
2012-06-28,2220.236,2224.155,2195.356,2195.843,5418218300.0,0
2012-06-29,2190.576,2226.485,2188.716,2225.431,6144188600.0,0
2012-07-02,2234.32,2234.873,2215.358,2226.11,6219620700.0,0
2012-07-03,2225.568,2244.832,2219.05,2229.193,6270302100.0,0
2012-07-04,2233.335,2239.27,2219.448,2227.315,5527365600.0,0
2012-07-05,2218.216,2218.216,2192.648,2201.353,5796793400.0,0
2012-07-06,2203.73,2227.473,2185.522,2223.579,7655791700.0,0
2012-07-09,2210.714,2216.697,2168.608,2170.814,7511147200.0,0
2012-07-10,2166.947,2178.195,2156.726,2164.437,5899397200.0,0
2012-07-11,2160.02,2176.491,2156.596,2175.383,5861447200.0,0
2012-07-12,2172.064,2197.044,2152.675,2185.491,8213376200.0,0
2012-07-13,2180.172,2198.661,2177.924,2185.895,5754683800.0,0
2012-07-16,2187.887,2188.063,2146.154,2147.955,6748768100.0,0
2012-07-17,2142.43,2165.335,2141.481,2161.186,5518440800.0,0
2012-07-18,2159.857,2170.296,2138.792,2169.099,6655265900.0,0
2012-07-19,2164.274,2197.79,2159.943,2184.841,7933804900.0,0
2012-07-20,2180.012,2185.733,2162.064,2168.638,6434667200.0,0
2012-07-23,2154.171,2154.171,2135.563,2141.402,5567708100.0,0
2012-07-24,2132.317,2158.948,2131.013,2146.589,5441128600.0,0
2012-07-25,2141.036,2151.45,2132.833,2136.151,4857589400.0,0
2012-07-26,2134.987,2147.664,2124.155,2126.004,5288407600.0,0
2012-07-27,2132.009,2139.154,2120.63,2128.765,5207692000.0,0
2012-07-30,2128.159,2137.736,2107.634,2109.914,5199238300.0,0
2012-07-31,2109.325,2116.904,2100.252,2103.634,5345609700.0,0
2012-08-01,2101.723,2130.712,2101.708,2123.36,5380460200.0,0
2012-08-02,2120.146,2126.46,2103.495,2111.182,5346753900.0,0
2012-08-03,2113.964,2133.266,2108.33,2132.796,5337132900.0,0
2012-08-06,2129.148,2158.681,2127.263,2154.916,7184320400.0,0
2012-08-07,2153.093,2159.683,2148.897,2157.62,7504979800.0,0
2012-08-08,2158.982,2168.734,2153.02,2160.99,7286953600.0,0
2012-08-09,2159.434,2175.545,2148.694,2174.102,7252924600.0,0
2012-08-10,2172.964,2176.795,2165.284,2168.814,6836855900.0,0
2012-08-13,2164.043,2164.043,2134.554,2136.078,7135232200.0,0
2012-08-14,2137.047,2144.006,2119.253,2142.525,6757158900.0,0
2012-08-15,2138.278,2139.142,2118.503,2118.945,5460939400.0,0
2012-08-16,2116.08,2122.683,2109.658,2112.197,4517300900.0,0
2012-08-17,2111.653,2120.714,2100.787,2114.891,4439063400.0,0
2012-08-20,2102.231,2110.78,2089.018,2106.957,4671749900.0,0
2012-08-21,2106.381,2124.195,2103.071,2118.268,6075650500.0,0
2012-08-22,2118.881,2121.149,2097.605,2107.711,5844141200.0,0
2012-08-23,2106.96,2118.736,2097.083,2113.072,5847229900.0,0
2012-08-24,2108.36,2109.822,2089.217,2092.104,6017894800.0,0
2012-08-27,2085.373,2085.373,2055.377,2055.708,6031483300.0,0
2012-08-28,2054.967,2083.956,2052.492,2073.154,5442210400.0,0
2012-08-29,2066.82,2073.949,2051.775,2053.235,5220980800.0,0
2012-08-30,2044.033,2060.185,2032.537,2052.585,6196379200.0,0
2012-08-31,2046.289,2059.302,2044.65,2047.522,4614390400.0,0
2012-09-03,2044.825,2066.78,2041.161,2059.147,6063549800.0,0
2012-09-04,2060.613,2063.817,2039.266,2043.649,5746218400.0,0
2012-09-05,2038.873,2048.319,2029.054,2037.681,5764980300.0,0
2012-09-06,2040.668,2052.95,2036.366,2051.918,5609181700.0,0
2012-09-07,2062.99,2145.003,2062.99,2127.762,13993262400.0,0
2012-09-10,2128.065,2140.168,2120.486,2134.893,10358002600.0,0
2012-09-11,2127.519,2127.519,2107.219,2120.554,8042663800.0,0
2012-09-12,2129.687,2137.89,2109.137,2126.554,8411474200.0,0
2012-09-13,2123.84,2130.079,2109.996,2110.379,7904497200.0,0
2012-09-14,2127.389,2136.226,2111.12,2123.847,9124827100.0,0
2012-09-17,2120.617,2121.583,2077.484,2078.5,7639223300.0,0
2012-09-18,2069.343,2074.762,2053.662,2059.543,5379485000.0,0
2012-09-19,2061.061,2069.95,2055.198,2067.831,5224362900.0,0
2012-09-20,2060.306,2060.306,2023.085,2024.837,6748265900.0,0
2012-09-21,2020.554,2041.948,2018.263,2026.69,6028945600.0,0
2012-09-24,2015.767,2040.85,2005.263,2033.192,5763777900.0,0
2012-09-25,2028.633,2039.096,2021.809,2029.293,4821940800.0,0
2012-09-26,2027.855,2033.036,1999.484,2004.172,5040082800.0,0
2012-09-27,2003.099,2068.071,2002.324,2056.323,7669145700.0,0
2012-09-28,2042.886,2089.633,2040.35,2086.169,7944895200.0,0
2012-10-08,2084.849,2096.259,2063.089,2074.419,5513161200.0,0
2012-10-09,2081.589,2119.336,2081.589,2115.23,8456378800.0,0
2012-10-10,2111.587,2121.992,2102.535,2119.942,7891203500.0,0
2012-10-11,2114.232,2117.839,2101.14,2102.868,7449702900.0,0
2012-10-12,2109.07,2127.307,2092.511,2104.932,6826297200.0,0
2012-10-15,2105.024,2107.199,2085.115,2098.703,5394075100.0,0
2012-10-16,2097.05,2111.78,2089.695,2098.808,5781843800.0,0
2012-10-17,2104.28,2113.162,2088.044,2105.618,5987406500.0,0
2012-10-18,2108.498,2137.686,2107.492,2131.688,8719109200.0,0
2012-10-19,2129.82,2136.869,2125.736,2128.302,6764127900.0,0
2012-10-22,2118.521,2138.027,2112.752,2132.758,6011722200.0,0
2012-10-23,2132.108,2136.218,2111.923,2114.447,7268380600.0,0
2012-10-24,2106.83,2123.998,2104.67,2115.99,7288661800.0,0
2012-10-25,2114.764,2128.74,2100.609,2101.58,8539310900.0,0
2012-10-26,2100.1,2102.162,2058.063,2066.209,7860643500.0,0
2012-10-29,2061.847,2068.237,2053.092,2058.943,5363500900.0,0
2012-10-30,2059.202,2075.905,2054.264,2062.347,6056909200.0,0
2012-10-31,2061.124,2070.479,2053.583,2068.88,5952723400.0,0
2012-11-01,2070.02,2109.496,2069.947,2104.428,8288667000.0,0
2012-11-02,2105.449,2119.224,2096.531,2117.046,7655722000.0,0
2012-11-05,2113.328,2123.327,2104.584,2114.027,7153876200.0,0
2012-11-06,2113.658,2114.791,2078.472,2105.999,7134385000.0,0
2012-11-07,2102.419,2112.631,2093.289,2105.73,5938012800.0,0
2012-11-08,2091.254,2092.565,2070.65,2071.509,6659456100.0,0
2012-11-09,2066.495,2077.228,2062.417,2069.067,5422346000.0,0
2012-11-12,2069.214,2079.571,2061.84,2079.274,5669485500.0,0
2012-11-13,2078.133,2078.133,2044.036,2047.889,6108729300.0,0
2012-11-14,2047.257,2056.488,2040.172,2055.419,4809300000.0,0
2012-11-15,2045.456,2053.56,2029.874,2030.29,5055685700.0,0
2012-11-16,2026.563,2028.686,2001.716,2014.725,4958168000.0,0
2012-11-19,2013.246,2018.38,1995.721,2016.982,4532701800.0,0
2012-11-20,2020.433,2023.611,2004.17,2008.923,4258063500.0,0
2012-11-21,2008.211,2031.149,1995.174,2030.319,5328202100.0,0
2012-11-22,2021.209,2023.085,2009.72,2015.611,4557784700.0,0
2012-11-23,2020.015,2034.884,2017.004,2027.384,5155146900.0,0
2012-11-26,2023.339,2027.274,2014.029,2017.464,4477955100.0,0
2012-11-27,2012.075,2014.211,1990.336,1991.165,5662742200.0,0
2012-11-28,1984.48,1984.863,1968.213,1973.523,5050558700.0,0
2012-11-29,1972.925,1980.556,1961.822,1963.488,4954008800.0,0
2012-11-30,1961.815,1983.419,1959.334,1980.117,5689341600.0,0
2012-12-03,1977.254,1988.191,1957.884,1959.767,6165337500.0,0
2012-12-04,1956.616,1980.119,1949.457,1975.143,6237812300.0,0
2012-12-05,1973.107,2040.604,1970.202,2031.907,11997304000.0,0
2012-12-06,2029.562,2036.609,2018.379,2029.237,8145921900.0,0
2012-12-07,2028.766,2065.745,2023.961,2061.786,11515728900.0,0
2012-12-10,2067.324,2087.007,2064.615,2083.77,11538322600.0,0
2012-12-11,2077.557,2088.635,2070.192,2074.704,9337083000.0,0
2012-12-12,2073.271,2085.934,2066.391,2082.726,7855914200.0,0
2012-12-13,2077.416,2081.363,2059.472,2061.476,7227232400.0,0
2012-12-14,2062.689,2152.496,2062.543,2150.625,16087381200.0,0
2012-12-17,2152.097,2169.57,2151.936,2160.342,14424221800.0,0
2012-12-18,2155.858,2183.714,2144.733,2162.464,12609946700.0,0
2012-12-19,2158.67,2175.395,2154.287,2162.239,9439152200.0,0
2012-12-20,2156.193,2174.819,2142.951,2168.353,9938418300.0,0
2012-12-21,2169.57,2190.398,2148.17,2153.31,10337287200.0,0
2012-12-24,2150.654,2170.394,2149.825,2159.053,7846966400.0,0
2012-12-25,2154.32,2220.263,2146.862,2213.611,14332770800.0,0
2012-12-26,2211.594,2220.475,2206.787,2219.132,12185863000.0,0
2012-12-27,2223.655,2234.724,2204.79,2205.897,12902350100.0,0
2012-12-28,2207.913,2234.869,2204.003,2233.252,11592493400.0,0
2012-12-31,2236.461,2269.512,2236.461,2269.128,12803140200.0,0
2013-01-04,2289.51,2296.113,2256.56,2276.992,13946993100.0,0
2013-01-07,2271.663,2293.317,2266.862,2285.364,11816281300.0,0
2013-01-08,2284.654,2289.139,2262.979,2276.07,12290787700.0,0
2013-01-09,2271.299,2283.896,2259.051,2275.34,12201492400.0,0
2013-01-10,2274.377,2295.484,2268.648,2283.658,12006667600.0,0
2013-01-11,2285.185,2290.205,2234.947,2242.997,12506827500.0,0
2013-01-14,2236.288,2317.617,2235.107,2311.74,14474988900.0,1
2013-01-15,2312.468,2332.783,2309.323,2325.682,16564598100.0,0
2013-01-16,2322.158,2326.764,2279.507,2309.499,15351116700.0,0
2013-01-17,2305.14,2305.602,2275.877,2284.909,11910183500.0,0
2013-01-18,2295.809,2324.509,2285.972,2317.07,12543802600.0,0
2013-01-21,2321.49,2329.581,2305.099,2328.221,13468045800.0,0
2013-01-22,2326.49,2335.806,2301.301,2315.139,14946658400.0,0
2013-01-23,2308.521,2325.118,2296.491,2320.911,11817972200.0,0
2013-01-24,2320.258,2362.943,2287.296,2302.598,16103167400.0,0
2013-01-25,2300.001,2308.38,2288.262,2291.304,9260574100.0,0
2013-01-28,2295.352,2346.921,2295.352,2346.505,12838376000.0,0
2013-01-29,2347.215,2363.797,2337.353,2358.977,14185393400.0,0
2013-01-30,2360.748,2383.763,2347.89,2382.475,14987890700.0,0
2013-01-31,2383.426,2391.821,2371.226,2385.422,13970789200.0,0
2013-02-01,2377.414,2421.154,2369.57,2419.02,14081817200.0,0
2013-02-04,2425.921,2440.376,2417.585,2428.154,16755140200.0,0
2013-02-05,2411.001,2437.415,2403.302,2433.13,15075450500.0,0
2013-02-06,2432.677,2441.726,2427.699,2434.477,11657996600.0,0
2013-02-07,2430.688,2433.893,2394.218,2418.53,12000863400.0,0
2013-02-08,2416.619,2443.032,2414.398,2432.402,10907038600.0,0
2013-02-18,2441.906,2444.804,2415.429,2421.558,11617499400.0,0
2013-02-19,2420.265,2427.075,2373.535,2382.914,12347333400.0,0
2013-02-20,2383.493,2397.941,2370.608,2397.178,11028057700.0,0
2013-02-21,2378.822,2378.822,2309.171,2325.951,14405947800.0,0
2013-02-22,2322.94,2330.879,2308.76,2314.164,9698182800.0,0
2013-02-25,2320.618,2338.78,2315.012,2325.819,8836737400.0,0
2013-02-26,2313.74,2340.709,2289.887,2293.341,11763866700.0,0
2013-02-27,2297.767,2324.627,2292.034,2313.22,9782488700.0,1
2013-02-28,2322.323,2366.164,2308.916,2365.593,12695049400.0,0
2013-03-01,2364.544,2369.649,2330.858,2359.506,12031275200.0,0
2013-03-04,2332.08,2333.54,2259.247,2273.404,16175002500.0,0
2013-03-05,2274.808,2328.143,2270.1,2326.306,13113659800.0,0
2013-03-06,2333.615,2351.441,2321.6,2347.179,14133369200.0,0
2013-03-07,2340.436,2352.021,2304.27,2324.293,13975634800.0,0
2013-03-08,2326.417,2333.667,2314.587,2318.611,9879414800.0,0
2013-03-11,2314.683,2320.961,2296.583,2310.593,8411190300.0,0
2013-03-12,2309.158,2333.286,2264.829,2286.605,11766445600.0,0
2013-03-13,2282.17,2286.329,2253.249,2263.968,9097278800.0,0
2013-03-14,2255.775,2276.222,2253.31,2270.277,8029408600.0,0
2013-03-15,2269.315,2312.078,2250.005,2278.401,11647781300.0,0
2013-03-18,2267.287,2276.05,2239.214,2240.016,9312277200.0,0
2013-03-19,2244.265,2261.314,2232.023,2257.434,8758210500.0,0
2013-03-20,2257.737,2317.86,2257.421,2317.374,13124128400.0,0
2013-03-21,2318.205,2330.813,2311.603,2324.242,11920091000.0,0
2013-03-22,2321.403,2331.995,2314.967,2328.278,10116729900.0,0
2013-03-25,2334.735,2344.894,2319.908,2326.715,9703152600.0,0
2013-03-26,2318.578,2319.988,2281.118,2297.669,10444901500.0,0
2013-03-27,2299.377,2323.477,2288.995,2301.259,9633119500.0,0
2013-03-28,2273.552,2273.552,2232.906,2236.302,12765869800.0,0
2013-03-29,2238.485,2246.868,2228.813,2236.621,8556547300.0,0
2013-04-01,2229.46,2243.949,2227.314,2234.395,7741177400.0,0
2013-04-02,2234.901,2253.421,2220.439,2227.74,8971432300.0,0
2013-04-03,2232.694,2241.34,2217.252,2225.295,8179526700.0,0
2013-04-08,2196.238,2212.586,2180.673,2211.592,8625747000.0,0
2013-04-09,2215.467,2234.725,2215.467,2225.775,8289654400.0,0
2013-04-10,2224.934,2233.04,2212.561,2226.126,8061962100.0,0
2013-04-11,2236.983,2242.479,2217.265,2219.553,7363270400.0,0
2013-04-12,2218.095,2226.262,2204.438,2206.78,6684634000.0,0
2013-04-15,2199.914,2204.987,2177.388,2181.942,7163232300.0,0
2013-04-16,2169.63,2196.432,2165.784,2194.846,7999217800.0,0
2013-04-17,2195.032,2197.508,2178.468,2193.796,6831418100.0,0
2013-04-18,2181.822,2206.027,2175.444,2197.602,7161692700.0,0
2013-04-19,2201.122,2250.11,2200.584,2244.643,10966055600.0,0
2013-04-22,2236.402,2245.119,2232.258,2242.169,9523373000.0,0
2013-04-23,2242.616,2242.616,2182.806,2184.538,9654131500.0,0
2013-04-24,2187.349,2226.117,2184.109,2218.318,9160026100.0,0
2013-04-25,2213.185,2224.63,2191.848,2199.307,9670418800.0,0
2013-04-26,2203.889,2210.581,2173.864,2177.912,7667397000.0,0
2013-05-02,2170.783,2179.647,2161.14,2174.123,6833793600.0,0
2013-05-03,2179.049,2222.811,2179.049,2205.497,8858346400.0,0
2013-05-06,2212.495,2236.066,2212.495,2231.166,9226814600.0,0
2013-05-07,2227.861,2240.256,2219.435,2235.575,8645235600.0,0
2013-05-08,2242.393,2255.208,2235.417,2246.3,9037193300.0,0
2013-05-09,2246.963,2247.864,2221.384,2232.971,9853163700.0,0
2013-05-10,2228.819,2247.674,2225.812,2246.831,9033547600.0,0
2013-05-13,2247.678,2250.854,2231.363,2241.92,8621122400.0,0
2013-05-14,2238.904,2239.926,2205.873,2217.01,8324497500.0,0
2013-05-15,2217.086,2225.186,2213.582,2224.797,7172289300.0,0
2013-05-16,2221.337,2252.872,2210.77,2251.806,11028437600.0,0
2013-05-17,2249.811,2288.091,2248.413,2282.87,12612600600.0,0
2013-05-20,2286.328,2309.392,2281.899,2299.986,13915051400.0,0
2013-05-21,2297.11,2305.301,2290.124,2305.114,12417317600.0,0
2013-05-22,2303.75,2314.183,2292.431,2302.403,12836002600.0,0
2013-05-23,2293.809,2304.953,2274.102,2275.667,12401984400.0,0
2013-05-24,2281.445,2292.595,2270.25,2288.533,10144121300.0,0
2013-05-27,2286.661,2301.702,2283.935,2293.077,10732506100.0,0
2013-05-28,2293.4,2322.099,2281.468,2321.318,13263299500.0,0
2013-05-29,2323.539,2334.335,2321.166,2324.017,12525072900.0,0
2013-05-30,2316.253,2325.721,2310.492,2317.749,11191303200.0,0
2013-05-31,2320.739,2325.534,2299.369,2300.595,10816255400.0,0
2013-06-03,2300.209,2313.425,2294.113,2299.252,9688281400.0,0
2013-06-04,2297.1,2297.1,2264.761,2272.416,10189581800.0,0
2013-06-05,2270.712,2276.865,2260.871,2270.931,7648330300.0,0
2013-06-06,2264.425,2266.692,2240.07,2242.11,8153869400.0,0
2013-06-07,2242.263,2250.629,2205.066,2210.898,8997807700.0,0
2013-06-13,2190.101,2190.101,2126.216,2148.355,9437109400.0,0
2013-06-14,2150.06,2163.846,2142.78,2162.041,7785747200.0,0
2013-06-17,2165.994,2169.356,2147.029,2156.215,7575779000.0,1
2013-06-18,2158.546,2161.681,2138.347,2159.291,6963227100.0,0
2013-06-19,2150.816,2150.816,2115.793,2143.454,7542501600.0,0
2013-06-20,2132.813,2132.813,2082.825,2084.021,7778793000.0,0
2013-06-21,2058.978,2085.86,2042.879,2073.095,7967322400.0,0
2013-06-24,2068.862,2068.862,1958.401,1963.235,10919821500.0,0
2013-06-25,1948.315,1963.566,1849.653,1959.508,13815851600.0,0
2013-06-26,1954.474,1959.158,1922.824,1951.495,10119252700.0,0
2013-06-27,1955.126,1980.54,1942.371,1950.013,10581331800.0,0
2013-06-28,1935.516,1987.984,1925.651,1979.206,10073796800.0,0
2013-07-01,1965.987,1995.916,1957.571,1995.242,7805139300.0,0
2013-07-02,1992.89,2007.62,1978.428,2006.56,8641541800.0,0
2013-07-03,1996.506,1996.537,1965.519,1994.268,9346647100.0,0
2013-07-04,1982.87,2022.136,1974.103,2006.098,10039418300.0,0
2013-07-05,2006.191,2021.541,2002.367,2007.199,9134522200.0,0
2013-07-08,1983.215,1983.215,1953.121,1958.273,8413649100.0,0
2013-07-09,1953.602,1969.149,1946.366,1965.454,6453873300.0,0
2013-07-10,1962.84,2009.36,1960.277,2008.126,8979798100.0,0
2013-07-11,2011.02,2092.868,2010.4,2072.991,15997077300.0,0
2013-07-12,2068.044,2074.857,2036.05,2039.486,12117417500.0,0
2013-07-15,2046.119,2076.665,2037.248,2059.39,10147035700.0,0
2013-07-16,2054.6,2066.363,2038.535,2065.72,9673739900.0,0
2013-07-17,2061.186,2075.813,2043.231,2044.922,10325132100.0,0
2013-07-18,2038.4,2043.372,2016.899,2023.396,9213204900.0,0
2013-07-19,2025.317,2035.22,1990.253,1992.648,10457757100.0,0
2013-07-22,1977.733,2005.474,1970.639,2004.762,8292219000.0,0
2013-07-23,2008.955,2051.526,2005.092,2043.876,10951736000.0,0
2013-07-24,2035.691,2042.773,2010.424,2033.329,10665577900.0,0
2013-07-25,2037.336,2045.365,2016.431,2021.174,9854536600.0,0
2013-07-26,2013.19,2021.574,2000.797,2010.85,7380042900.0,0
2013-07-29,1997.838,1997.838,1969.853,1976.306,7868327400.0,0
2013-07-30,1981.452,2006.232,1965.361,1990.064,7721978400.0,0
2013-07-31,2000.794,2015.472,1987.88,1993.799,7016060300.0,0
2013-08-01,2000.818,2029.928,1997.058,2029.067,9125668600.0,0
2013-08-02,2039.514,2047.084,2025.654,2029.418,9359276700.0,0
2013-08-05,2031.724,2050.911,2025.226,2050.481,8551796800.0,0
2013-08-06,2043.653,2066.74,2034.957,2060.5,10558097500.0,0
2013-08-07,2056.367,2069.561,2043.75,2046.778,10771259400.0,0
2013-08-08,2044.436,2058.561,2037.251,2044.895,8413329000.0,0
2013-08-09,2052.244,2061.708,2030.127,2052.235,9531642300.0,0
2013-08-12,2058.416,2102.347,2055.715,2101.283,13512897400.0,0
2013-08-13,2101.324,2106.397,2093.796,2106.156,11770887500.0,0
2013-08-14,2109.225,2122.965,2093.043,2100.137,11443780200.0,0
2013-08-15,2099.279,2108.405,2079.969,2081.88,9939665600.0,0
2013-08-16,2075.983,2198.848,2061.654,2068.452,15306332600.0,0
2013-08-19,2055.128,2091.132,2052.703,2085.602,9744678300.0,0
2013-08-20,2081.966,2098.98,2066.072,2072.595,10738177300.0,0
2013-08-21,2076.271,2076.317,2056.913,2072.961,8744599100.0,0
2013-08-22,2069.313,2083.333,2062.367,2067.124,9092830700.0,0
2013-08-23,2075.929,2079.846,2029.365,2057.458,11242635100.0,0
2013-08-26,2061.417,2097.344,2056.133,2096.474,11993265200.0,0
2013-08-27,2095.44,2105.376,2090.425,2103.567,12634196600.0,0
2013-08-28,2092.311,2113.817,2080.861,2101.301,16139202600.0,0
2013-08-29,2108.436,2110.894,2088.236,2097.227,13326821900.0,0
2013-08-30,2097.217,2114.393,2089.095,2098.382,17007564900.0,0
2013-09-02,2104.09,2108.683,2078.455,2098.448,14915852400.0,0
2013-09-03,2100.449,2123.847,2095.455,2123.112,13889317500.0,0
2013-09-04,2121.68,2132.996,2115.753,2127.618,14200038600.0,0
2013-09-05,2125.255,2127.855,2115.236,2122.43,12654410400.0,0
2013-09-06,2119.333,2143.244,2119.021,2139.993,14326066000.0,0
2013-09-09,2151.347,2218.529,2151.347,2212.516,21942708600.0,0
2013-09-10,2214.814,2238.551,2202.817,2237.984,23720664900.0,0
2013-09-11,2244.962,2258.075,2233.003,2241.268,24434945500.0,0
2013-09-12,2236.171,2270.268,2226.288,2255.605,20971511000.0,0
2013-09-13,2251.462,2259.424,2228.483,2236.217,17198422900.0,0
2013-09-16,2244.463,2248.471,2226.171,2231.401,15488402000.0,0
2013-09-17,2230.388,2230.929,2184.922,2185.56,15454255500.0,0
2013-09-18,2185.936,2195.904,2172.043,2191.851,11511188700.0,0
2013-09-23,2199.361,2223.068,2198.336,2221.044,13317485800.0,0
2013-09-24,2219.467,2219.543,2187.236,2207.531,16041505500.0,0
2013-09-25,2206.225,2217.974,2193.722,2198.515,16021276200.0,0
2013-09-26,2192.226,2192.226,2154.721,2155.809,14041534600.0,0
2013-09-27,2150.961,2165.777,2149.594,2160.027,10540178800.0,0
2013-09-30,2167.734,2176.303,2165.162,2174.665,9281008100.0,0
2013-10-08,2171.904,2200.018,2161.489,2198.199,12671020300.0,1
2013-10-09,2191.392,2212.347,2185.181,2211.769,13087173700.0,0
2013-10-10,2214.405,2214.592,2186.48,2190.929,14977589600.0,0
2013-10-11,2201.409,2228.871,2200.53,2228.146,15689217600.0,0
2013-10-14,2232.218,2242.984,2226.403,2237.773,16598338600.0,0
2013-10-15,2237.931,2240.25,2221.139,2233.412,15372282500.0,0
2013-10-16,2228.113,2228.113,2183.403,2193.074,15463863700.0,0
2013-10-17,2201.71,2211.03,2183.246,2188.542,12676794400.0,0
2013-10-18,2188.714,2203.291,2184.36,2193.78,10372463100.0,0
2013-10-21,2198.114,2230.285,2190.394,2229.237,13669440800.0,0
2013-10-22,2227.341,2227.341,2204.244,2210.652,14913283100.0,0
2013-10-23,2213.274,2226.847,2177.725,2183.107,14634709000.0,0
2013-10-24,2178.82,2183.412,2159.871,2164.322,10300895300.0,0
2013-10-25,2163.689,2170.612,2122.678,2132.955,11392452000.0,0
2013-10-28,2135.879,2140.957,2123.069,2133.869,8840132200.0,0
2013-10-29,2135.226,2163.657,2093.197,2128.864,14309281100.0,0
2013-10-30,2126.69,2161.935,2121.841,2160.463,11964336200.0,0
2013-10-31,2155.511,2155.511,2137.466,2141.614,10806302000.0,0
2013-11-01,2139.88,2157.313,2132.629,2149.562,8911847700.0,0
2013-11-04,2156.087,2160.578,2143.207,2149.634,7614794100.0,0
2013-11-05,2139.837,2158.148,2124.845,2157.24,9190003100.0,0
2013-11-06,2149.39,2166.171,2138.78,2139.607,10048734400.0,0
2013-11-07,2136.627,2141.6,2119.186,2129.4,8184261000.0,0
2013-11-08,2120.923,2128.581,2103.51,2106.127,8309685900.0,0
2013-11-11,2103.299,2117.28,2093.626,2109.471,6967829900.0,0
2013-11-12,2110.724,2127.938,2108.396,2126.772,7944673100.0,0
2013-11-13,2117.886,2117.912,2086.006,2087.941,8825709400.0,0
2013-11-14,2087.119,2102.38,2078.988,2100.506,8379937300.0,0
2013-11-15,2100.9,2153.213,2100.786,2135.827,12589452000.0,0
2013-11-18,2147.373,2198.316,2143.768,2197.219,15750271400.0,0
2013-11-19,2198.318,2203.297,2186.114,2193.125,12508230700.0,0
2013-11-20,2201.474,2207.105,2186.642,2206.613,11896186100.0,0
2013-11-21,2197.008,2206.531,2177.735,2205.766,13724551600.0,0
2013-11-22,2206.471,2211.066,2188.767,2196.378,11386645700.0,0
2013-11-25,2186.058,2209.148,2181.418,2186.115,10828265500.0,0
2013-11-26,2184.332,2192.579,2176.177,2183.073,10046083000.0,0
2013-11-27,2181.725,2207.617,2176.847,2201.07,11538441100.0,0
2013-11-28,2204.378,2234.387,2202.623,2219.372,13445677700.0,0
2013-11-29,2221.618,2224.944,2212.263,2220.504,10695905300.0,0
2013-12-02,2203.122,2231.921,2172.633,2207.371,17428199000.0,0
2013-12-03,2196.824,2227.925,2193.251,2222.67,11350641000.0,0
2013-12-04,2219.965,2260.871,2215.916,2251.762,15729294300.0,0
2013-12-05,2252.723,2255.261,2239.144,2247.063,12204841400.0,0
2013-12-06,2242.563,2248.147,2228.632,2237.108,10370092900.0,0
2013-12-09,2241.793,2249.169,2231.734,2238.2,9327363900.0,0
2013-12-10,2239.864,2250.504,2231.68,2237.492,10904313300.0,0
