"DateTime","OPEN","HIGH","LOW","CLOSE","VOLUME"
2006-11-07,1889.534,1897.41,1862.932,1889.53,5484907400
2006-11-08,1885.855,1886.256,1865.223,1866.817,3777045400
2006-11-09,1860.954,1899.097,1858.595,1896.482,4409618200
2006-11-10,1896.929,1920.184,1870.96,1883.347,6280942700
2006-11-13,1878.704,1905.897,1852.102,1863.765,5001672900
2006-11-14,1868.173,1888.432,1841.823,1888.239,4318802800
2006-11-15,1888.539,1923.139,1878.695,1922.935,4668244100
2006-11-16,1930.926,1976.046,1926.724,1941.547,6398356600
2006-11-17,1934.637,1972.607,1925.149,1971.793,4941874000
2006-11-20,1977.529,2018.004,1977.529,2017.279,5914690100
2006-11-21,2013.067,2037.738,1988.926,2037.552,5389407600
2006-11-22,2031.297,2062.804,2010.792,2041.355,6488166900
2006-11-23,2045.081,2071.235,2042.151,2062.363,6072194500
2006-11-24,2051.471,2057.911,2022.625,2050.812,6123208000
2006-11-27,2042.193,2049.539,2022.378,2047.277,5784003100
2006-11-28,2042.379,2051.49,2016.473,2038.721,5507063800
2006-11-29,2005.987,2059.728,1992.538,2054.091,5600228000
2006-11-30,2058.77,2102.057,2058.77,2099.289,7277973100
2006-12-01,2106.295,2112.576,2087.601,2102.049,7617896400
2006-12-04,2103.817,2164.585,2100.559,2161.648,8723279000
2006-12-05,2167.363,2195.529,2159.323,2173.285,8815717100
2006-12-06,2175.379,2192.899,2097.417,2156.604,10434780700
2006-12-07,2152.594,2206.512,2145.788,2156.75,9927876600
2006-12-08,2133.355,2164.021,2090.403,2093.638,8088971900
2006-12-11,2085.058,2181.164,2084.267,2180.496,6267601700
2006-12-12,2189.694,2228.643,2180.37,2218.951,7019177600
2006-12-13,2224.429,2244.407,2195.639,2223.455,5749274900
2006-12-14,2226.001,2250.321,2212.905,2249.11,5843932000
2006-12-15,2255.24,2275.49,2241.199,2273.908,6061194900
2006-12-18,2277.282,2335.234,2277.282,2332.434,7825219300
2006-12-19,2342.18,2381.634,2315.985,2364.177,8705492800
2006-12-20,2356.262,2381.132,2332.927,2373.205,7829893500
2006-12-21,2372.464,2386.824,2339.909,2342.938,8318255100
2006-12-22,2334.273,2366.694,2321.922,2343.668,7048462000
2006-12-25,2350.128,2452.429,2350.128,2435.762,7393945000
2006-12-26,2437.854,2505.697,2424.936,2479.732,7226149200
2006-12-27,2478.063,2538.663,2461.071,2536.387,7211821800
2006-12-28,2538.952,2611.791,2530.331,2567.594,7871894100
2006-12-29,2585.417,2698.904,2585.417,2675.474,8676901200
2007-01-04,2728.188,2847.615,2684.818,2715.719,12015602100
2007-01-05,2668.577,2685.804,2617.019,2641.334,10615562500
2007-01-08,2621.068,2708.444,2620.625,2707.199,10681324400
2007-01-09,2711.049,2809.394,2691.36,2807.804,11075126700
2007-01-10,2838.113,2841.741,2770.988,2825.576,11176936500
